都道府県名,市区町村名,開設局数,25/12,25/11,25/10,25/09,25/08,25/07,25/06,25/05,25/04,25/03,25/02,25/01,24/12,24/11,24/10,24/09,24/08,24/07,24/06,24/05,24/04,24/03,24/02,24/01,23/12,23/11,23/10,23/09,23/08,23/07,23/06,23/05,23/04,23/03,23/02,23/01,22/12,22/11,22/10,22/09,22/08,22/07,22/06,22/05,22/04,22/03,22/02,22/01,21/12,21/11
大阪府,大阪市中央区,274,0,0,0,0,0,0,1,0,0,-1,-1,-1,-4,-2,2,0,0,8,0,7,3,2,3,0,4,7,7,3,3,3,0,0,2,24,1,5,3,7,2,2,0,23,2,12,1,7,2,0,3,2
大阪府,堺市堺区,53,1,0,1,0,0,0,0,0,1,0,-1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,1,0
大阪府,堺市中区,34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,1,0,0
大阪府,堺市東区,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
大阪府,堺市西区,49,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,1,0,0,0,2,1,1,1,1,0,2,0,4,1,0
大阪府,堺市南区,40,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,2,3,6,2,2,0,1,1,0
大阪府,堺市北区,40,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,2,1,1,0,0,-1,1,0,0
大阪府,堺市美原区,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
大阪府,岸和田市,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,3,0,0,1,4,0,2,1,0,1,0
大阪府,豊中市,89,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,2,1,4,5,4,4,2,20,8,7,0
大阪府,池田市,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,3,5,1,1,0
大阪府,吹田市,96,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,0,1,0,3,1,1,0,1,2,2,3,4,4,1,6,3,1,2,2,0
大阪府,泉大津市,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,2,2,0,1,1,3,0,0
大阪府,高槻市,100,0,0,0,3,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,1,2,1,0,1,0,0,1,1,0,4,3,1,3,1,2,1,0,1
大阪府,貝塚市,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,0,2,2,0,0,0
大阪府,守口市,35,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,-1,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0
大阪府,枚方市,80,0,0,0,0,1,3,0,0,0,0,-1,0,-1,0,-1,1,0,-1,0,0,0,0,0,0,2,0,1,0,1,1,2,1,0,2,1,0,0,0,0,2,0,2,0,1,0,9,6,2,1,0
大阪府,茨木市,86,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,4,0,3,2,1,1,3,8,2,2,0,0
大阪府,八尾市,70,0,0,0,0,0,4,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,2,1,0,0,1,0,0,2,0,3,2,0,1,1,0,1,0
大阪府,泉佐野市,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,2,5,2,0,0
大阪府,富田林市,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,1,1,0,1,2,1,0,0
大阪府,寝屋川市,52,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,6,0,1
大阪府,河内長野市,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,2,1,2,1,5,1,1,3,3,5,1,0
大阪府,松原市,25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,2,0,0
大阪府,大東市,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2,0,1,1,2,0,0,0,0
大阪府,和泉市,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,1,1,2,4,2,2,4,6,10,3,0
大阪府,箕面市,40,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,1,2,0,0,0,1,0,1,0,0,3,1,1,3,3,1,0,0
大阪府,柏原市,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,1,0,2,1,0,1,0
大阪府,羽曳野市,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,4,2,0,0,0,0
大阪府,門真市,48,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,0,0,0,0,16,0,2,3,0,0,0,0,0,0
大阪府,摂津市,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,1,1,3,1,1,1,0,0
大阪府,高石市,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,1,1,0,0,0
大阪府,藤井寺市,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0
大阪府,東大阪市,177,-1,0,1,-1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,3,3,3,1,6,7,11,7,4,1,8,0,3,3,1,1,0,1,2,1,0,4,0,0
大阪府,泉南市,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,1,2,0,3,0
大阪府,四條畷市,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
大阪府,交野市,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,1,0,2,0,0,0,0
大阪府,大阪狭山市,18,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1,0
大阪府,阪南市,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,3,3,6,0,0,0
大阪府,三島郡島本町,13,0,0,0,0,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,2,0,1,2,0,0,0
大阪府,豊能郡豊能町,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,3,2,0,0
大阪府,豊能郡能勢町,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,0,1,0,2,2,0,1,1,5,0,0,0
大阪府,泉北郡忠岡町,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0
大阪府,泉南郡熊取町,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,2,0,0
大阪府,泉南郡田尻町,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,0
大阪府,泉南郡岬町,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,2,1,0,0
大阪府,南河内郡太子町,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,0,1,0
大阪府,南河内郡河南町,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,2,1,0
大阪府,南河内郡千早赤阪村,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,3,1,0,3,3,1,0
兵庫県,兵庫県,2630,3,9,-7,9,12,10,1,6,1,1,0,0,3,2,9,3,-1,0,-2,7,-1,0,0,-2,31,12,19,22,17,11,6,20,49,62,56,45,14,40,49,71,102,46,83,70,70,152,122,76,50,5
兵庫県,神戸市東灘区,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,2,3,3,3,1,2,0
兵庫県,神戸市灘区,57,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0
兵庫県,神戸市兵庫区,86,0,0,1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,0,0,0,0,1,0,1,0
兵庫県,神戸市長田区,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,4,2,4,0
兵庫県,神戸市須磨区,60,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,16,3,1,2,4,3,2,2,0,0
兵庫県,神戸市垂水区,53,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,1,5,2,0,3,5,2,2,0
兵庫県,神戸市北区,91,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,2,3,0,0,1,2,1,0,2,0,1,0,1,1,2,6,3,3,5,5,1,1,0
兵庫県,神戸市中央区,123,0,0,0,0,0,0,0,-1,1,0,0,0,1,0,0,0,0,0,-1,1,0,0,0,1,2,0,1,0,0,1,1,0,0,2,0,0,0,3,18,1,0,4,3,2,4,3,1,0,2,0
兵庫県,神戸市西区,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,0,0,1,1,-1,3,2,1,3,0,4,0,5,3,2,1,0
兵庫県,姫路市,202,0,1,1,0,0,1,0,0,0,0,-1,0,-1,0,2,0,0,0,0,0,0,0,0,0,1,0,1,3,1,0,0,1,1,6,9,3,6,3,2,2,5,1,2,6,2,12,6,4,4,1
兵庫県,尼崎市,132,0,0,-1,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,-1,0,0,0,0,0,0,0,-1,0,0,1,0,2,2,1,0,1,3,1,0
兵庫県,明石市,81,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,2,1,0,0,0,1,0,4,1,2,7,4,6,9,5,1,0
兵庫県,西宮市,214,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,-2,0,0,1,0,0,-1,2,0,2,1,0,0,2,0,1,0,-1,1,1,2,1,2,2,0,3,3,4,1,1
兵庫県,洲本市,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,1,-1,1,0,0,1,0,2,2,0,0,1,2,4,1,0,3,4,1,4,3,4,0,0
兵庫県,芦屋市,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,1,0,0,0
兵庫県,伊丹市,56,0,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,1,1,2,2,1,0
兵庫県,相生市,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,2,0,0,0,3,3,1,0
兵庫県,豊岡市,57,0,0,0,1,0,2,1,1,-4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,5,4,0,2,0,1,1,4,5,0,1,2,1,3,1,2,1,0
兵庫県,加古川市,94,0,0,0,0,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,2,1,3,2,2,0,0,2,2,1,1,5,3,3,8,8,2,2,1
兵庫県,赤穂市,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,3,0,0,0,5,2,1,2,0,0,7,2,2,1,0
兵庫県,西脇市,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,2,0,2,1,2,2,5,0,5,0,1,0,0
兵庫県,宝塚市,82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,0,2,1,1,5,1,2,2,2,2,3,0
兵庫県,三木市,57,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,0,0,1,2,2,3,1,1,3,3,4,5,3,2,0,3,0,1,1,0,0
兵庫県,高砂市,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,1,0,1,0,2,3,0,0,0,2,2,2,0,2,2,4,2,4,1,0
兵庫県,川西市,67,1,0,0,1,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,2,1,0,1,1,3,2,1,1,2,2,0,1,2,3,0
兵庫県,小野市,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,0,1,1,0,3,1,2,0,3,0,2,2,1,0,1,1
兵庫県,三田市,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,1,0,2,0,1,1,1,2,2,0,1,0,3,3,2,1,5,2,1,2,5,0,0
兵庫県,加西市,42,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,0,0,1,0,1,2,0,2,1,0,6,6,4,2,0
兵庫県,丹波篠山市,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,3,1,1,0,0,1,0,0,3,3,0,1,1
兵庫県,養父市,43,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,2,1,4,0,0,0,0,1,3,4,4,0,1,1,1,1,0,3,1,3,2,0,0,1,0
兵庫県,丹波市,71,0,0,0,1,0,2,0,1,0,1,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,0,0,0,4,5,9,2,1,1,0,0,5,1,0,0,5,17,12,2,1,0
兵庫県,南あわじ市,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,3,1,0,2,1,3,1,8,0,0,7,2,1,3,2,4,4,0
兵庫県,朝来市,43,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,3,2,1,3,0,3,1,0,0,3,5,0,2,4,8,1,0,0
兵庫県,淡路市,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,2,0,4,2,2,0,1,2,6,6,0,4,1,4,3,2,3,1,0
兵庫県,宍粟市,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,2,2,2,0,0,1,1,0,0,1,0,1,1,4,2,0,3,0
